ENTIDAD,ENTIDAD_DEPARTAMENTO,ENTIDAD_PROVINCIA,ENTIDAD_DISTRITO,OBJETOCONTRACTUAL,SECTOR,TIPOENTIDADOEE,ITEM_DEPARTAMENTO,ITEM_PROVINCIA,ITEM_DISTRITO,MONTOADJUDICADOSOLES,CANTIDADADJUDICADA,TIPOPROVEEDOR,PROVEEDOR,DETALLEPROVEEDOR,RUBROS
'GOBIERNO REGIONAL DE TACNA SEDE CENTRAL',TACNA,TACNA,TACNA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',TACNA,TACNA,TACNA,56500,5000,'Persona Juridica','PETROLERA DE TACNA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA',?,'OTROS BIENES'
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,74100,3800,'Persona Juridica','FRESENIUS KABI PERU S.A.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,'Consultoría de Obra','GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARMEY,HUARMEY,66025,1,Consorcio,'CONSORCIO V&C','LUNA GUERRERO TOMAS ORLANDO','OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,'Consultoría de Obra','GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARMEY,HUARMEY,66025,1,Consorcio,'CONSORCIO V&C','PRADO BARRIGA YBE ROBERTO','OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'GOBIERNO REGIONAL DE MOQUEGUA SEDE CENTRAL',MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,70560,1,'Persona Natural','VALDEZ FLORES BERTHA YOVANA',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'GOBIERNO REGIONAL DE TACNA SEDE CENTRAL',TACNA,TACNA,TACNA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',TACNA,TACNA,TACNA,1758546.28,1,'Persona Juridica','J.P. INGENIERIA Y SERVICIOS S.R.L.',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE MOQUEGUA SEDE CENTRAL',MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,263520,10,'Persona Juridica','OPEN MEDIC S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',277412.8,25568,'Persona Juridica','JOHNSON & JOHNSON DEL PERU S.A',?,MEDICAMENTOS
'GOBIERNO REGIONAL DE TACNA SEDE CENTRAL',TACNA,TACNA,TACNA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',TACNA,TACNA,TACNA,238638.2,3620,'Persona Juridica','BATIPERU CONTRATISTAS GENERALES S.R.L.',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE HUANCAVELICA - GERENCIA SUB REGIONAL ANGARAES',HUANCAVELICA,ANGARAES,LIRCAY,Obra,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',HUANCAVELICA,ANGARAES,LIRCAY,3658109.84,1,Consorcio,'CONSORCIO VIRGEN DEL CARMEN','MARK XANDER PERÚ SOCIEDAD ANÓNIMA CERRADA - MX PERÚ S.A.C.','OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'GOBIERNO REGIONAL DE HUANCAVELICA - GERENCIA SUB REGIONAL ANGARAES',HUANCAVELICA,ANGARAES,LIRCAY,Obra,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',HUANCAVELICA,ANGARAES,LIRCAY,3658109.84,1,Consorcio,'CONSORCIO VIRGEN DEL CARMEN','BARRAZA RODRIGUEZ CESAR FELIPE','OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'GOBIERNO REGIONAL DE TACNA SEDE CENTRAL',TACNA,TACNA,TACNA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',TACNA,TACNA,TACNA,86100,1545,'Persona Juridica','INVERSIONES MR & H SOCIEDAD ANONIMA CERRADA - INVERSIONES MR & H S.A.C.',?,'OTROS BIENES'
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL',AREQUIPA,AREQUIPA,TIABAYA,115197.22,1,'Persona Natural','LINO LOAYZA KARIM DELCY',?,ALIMENTOS
'FUERZA AEREA DEL PERU',LIMA,LIMA,'JESUS MARIA',Bien,DEFENSA,'GOBIERNO NACIONAL',ICA,PISCO,'SAN ANDRES',52800,5,'Persona Natural','TORNERO JARAMILLO JULIA MARIBEL',?,ALIMENTOS
'GOBIERNO REGIONAL DE MADRE DE DIOS - DIRECCION REGIONAL DE SALUD MADRE DE DIOS','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,100649,1,'Persona Juridica','ZZ INTERNACIONAL S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE TACNA SEDE CENTRAL',TACNA,TACNA,TACNA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',66040,1300,'Persona Juridica','INVERSIONES RALSAK S.A.C.',?,'OTROS BIENES'
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,158000,20000,'Persona Natural','PEREZ VENTURA LUIS DENIS',?,'PROD. ASEO Y LIMPIEZA'
'GOBIERNO REGIONAL DE TACNA SEDE CENTRAL',TACNA,TACNA,TACNA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',TACNA,TACNA,TACNA,1018997.98,1,'Persona Juridica','LUANG ASOCIADOS SOCIEDAD ANONIMA CERRADA',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',68000,10000,'Persona Juridica','TEXTILES Y MANUFACTURAS ANDINAS S.A.C. - TEXMA S.A.C.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',115600,17000,'Persona Juridica','TEXTILES Y MANUFACTURAS ANDINAS S.A.C. - TEXMA S.A.C.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',239743,34249,'Persona Juridica','ALGOTEX GROUP S.A.C.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',507290,72470,'Persona Juridica','ALGOTEX GROUP S.A.C.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',81375,17500,'Persona Juridica','TEXTILES Y MANUFACTURAS ANDINAS S.A.C. - TEXMA S.A.C.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',658000,140000,'Persona Juridica','TEXTILES CAMONES S.A.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',658000,140000,'Persona Juridica','TEXTILES CAMONES S.A.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',390000,60000,'Persona Juridica','TEXTILES CAMONES S.A.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',390000,60000,'Persona Juridica','TEXTILES CAMONES S.A.',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE TACNA SEDE CENTRAL',TACNA,TACNA,TACNA,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',220660,1,'Persona Juridica','GENUS SVC S.A.C.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE PASCO-SALUD',PASCO,PASCO,CHAUPIMARCA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PASCO,PASCO,YANACANCHA,39994.5,2,'Persona Juridica','INVERSIONES CLYP S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,60000,10000,'Persona Juridica','NORDIC PHARMACEUTICAL COMPANY S.A.C',?,'MATERIAL Y EQUIPO MEDICO'
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,53100,45000,'Persona Juridica','OQ PHARMA S.A.C.',?,MEDICAMENTOS
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Bien,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,'SAN LUIS',46450,1,'Persona Juridica','CREACIONES Y CONFECCIONES VIDELA E.I.R.L.',?,'OTROS BIENES'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Servicio,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'VILLA EL SALVADOR',9153000,1,'Persona Juridica','GATE GOURMET PERU S.R.L.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'INSTITUTO NACIONAL DE DEFENSA CIVIL',LIMA,LIMA,'SAN ISIDRO',Bien,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',CALLAO,CALLAO,CALLAO,714000,120000,'Persona Juridica','CORPORACION LON SOCIEDAD ANONIMA CERRADA - CORPOLON S.A.C.',?,ALIMENTOS
'INSTITUTO NACIONAL DE DEFENSA CIVIL',LIMA,LIMA,'SAN ISIDRO',Bien,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',CALLAO,CALLAO,CALLAO,1620000,400000,'Persona Juridica','MOLINDUSTRIAS EL ALFOLI S.A.C.',?,ALIMENTOS
'INSTITUTO NACIONAL DE SALUD',LIMA,LIMA,CHORRILLOS,Servicio,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,CHORRILLOS,70800,1,'Persona Juridica','TELEFONICA DEL PERU SAA',?,'OTROS SERVICIOS'
'PROGRAMA EDUCACION BASICA PARA TODOS UE 026',LIMA,LIMA,'SAN BORJA',Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',LIMA,LIMA,'SAN BORJA',20921222.4,1,'Persona Juridica','AMERICA MOVIL PERU S.A.C.',?,'OTROS SERVICIOS'
'PROGRAMA EDUCACION BASICA PARA TODOS UE 026',LIMA,LIMA,'SAN BORJA',Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',LIMA,LIMA,'SAN BORJA',5823001.95,1,'Persona Juridica','ENTEL PERU S.A.',?,'OTROS SERVICIOS'
'PROGRAMA EDUCACION BASICA PARA TODOS UE 026',LIMA,LIMA,'SAN BORJA',Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',LIMA,LIMA,'SAN BORJA',8786504.34,1,'Persona Juridica','TELEFONICA DEL PERU SAA',?,'OTROS SERVICIOS'
'PROGRAMA EDUCACION BASICA PARA TODOS UE 026',LIMA,LIMA,'SAN BORJA',Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',LIMA,LIMA,'SAN BORJA',10071726,1,'Persona Juridica','VIETTEL  PERU  S.A.C.',?,'OTROS SERVICIOS'
'PROGRAMA NACIONAL DE SANEAMIENTO RURAL',LIMA,LIMA,MIRAFLORES,Servicio,'VIVIENDA CONSTRUCCIÓN Y SANEAMIENTO','GOBIERNO NACIONAL',CUSCO,'LA CONVENCION','SANTA TERESA',59953.44,1,'Persona Juridica','RESITER PERU S.A.C.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE MADRE DE DIOS - DIRECCION REGIONAL DE SALUD MADRE DE DIOS','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,143190,1,'Persona Natural','CARDOZO MOUZULLY MARIA DE NAZARETH',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD EJECUTORA SALUD CAJAMARCA',CAJAMARCA,CAJAMARCA,CAJAMARCA,Servicio,'GOBIERNO REGIONAL',OTROS,CAJAMARCA,CAJAMARCA,CAJAMARCA,70000,1,'Persona Juridica','INVERSIONES GENERALES CRISTIAN S.R.L.',?,'LIMPIEZA Y FUMIGACIÓN'
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,289796,21,'Persona Juridica','ROCHEM BIOCARE DEL PERU S.A.C',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO',CUSCO,CUSCO,CUSCO,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CUSCO,CUSCO,CUSCO,35000,1,'Persona Juridica','INVERSIONES MUYA S.A.C.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE SAN MARTÍN-SALUD ALTO MAYO','SAN MARTIN',MOYOBAMBA,MOYOBAMBA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','SAN MARTIN',MOYOBAMBA,MOYOBAMBA,40043,11,'Persona Juridica','X PROTECTION S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'UNIVERSIDAD NACIONAL DE CAJAMARCA',CAJAMARCA,CAJAMARCA,CAJAMARCA,Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',CAJAMARCA,CAJAMARCA,CAJAMARCA,67641.13,1,'Persona Juridica','INTEGRIT SOCIEDAD ANONIMA CERRADA - INTEGRIT S.A.C.',?,'OTROS SERVICIOS'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Servicio,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'SAN MIGUEL',2345250,1,'Persona Juridica','SOLUCIONES ESTRUCTURALES SOCIEDAD ANONIMA CERRADA',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'GOBIERNO REGIONAL DE CALLAO SEDE CENTRAL',CALLAO,CALLAO,CALLAO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CALLAO,CALLAO,CALLAO,6129500,1,'Persona Juridica','DIREINSA E.I.R.L.',?,'PROD. ASEO Y LIMPIEZA'
'UNIVERSIDAD NACIONAL SAN AGUSTIN',AREQUIPA,AREQUIPA,AREQUIPA,Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',AREQUIPA,AREQUIPA,AREQUIPA,384000,1,'Persona Juridica','GRUPO MAGFRA S.A.C.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE PASCO-SALUD',PASCO,PASCO,CHAUPIMARCA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PASCO,PASCO,YANACANCHA,175500,54,'Persona Juridica','MEDI MATIC S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE PASCO-SALUD AIS UTES OXAPAMPA',PASCO,OXAPAMPA,OXAPAMPA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PASCO,OXAPAMPA,PALCAZU,43897.8,3181,'Persona Juridica','ESTACION DE SERVICIOS MARIA TERESA SOCIEDAD ANONIMA CERRADA',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE PASCO-SALUD AIS UTES OXAPAMPA',PASCO,OXAPAMPA,OXAPAMPA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PASCO,OXAPAMPA,PALCAZU,99740.8,7024,'Persona Juridica','ESTACION DE SERVICIOS MARIA TERESA SOCIEDAD ANONIMA CERRADA',?,'OTROS BIENES'
'HOSPITAL NACIONAL DOS DE MAYO',LIMA,LIMA,LIMA,Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,295350,150000,'Persona Juridica','DROGUERIA TEXTIL ALGODONERA S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL',LIMA,LIMA,'JESUS MARIA',Bien,AGRICULTURA,'GOBIERNO NACIONAL',HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,109134,1,'Persona Juridica','CORPORACION GV DEL PERU SOCIEDAD ANONIMA CERRADA',?,ALIMENTOS
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL',TUMBES,TUMBES,TUMBES,335100,33510,'Persona Juridica','NEGOCIOS NEGI S.A.C.',?,ALIMENTOS
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',120000,6000,'Persona Juridica','GLOBAL SUPPLY S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',600000,30000,'Persona Juridica','GLOBAL SUPPLY S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS',LIMA,LIMA,LIMA,Bien,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,84000,3,'Persona Juridica','O & V CORPORATION E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS',LIMA,LIMA,LIMA,Bien,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,150000,20,'Persona Juridica','A JAIME ROJAS REPRESENTACIONES GRLES S A',?,'MATERIAL Y EQUIPO MEDICO'
'AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS',LIMA,LIMA,LIMA,Bien,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,67350,3,'Persona Juridica','CIA MEGA MEDIC S.A.C.',?,'OTROS BIENES'
'AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS',LIMA,LIMA,LIMA,Bien,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,2400000,20,'Persona Juridica','DRAEGER  PERU   S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS',LIMA,LIMA,LIMA,Bien,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,1160000,20,'Persona Juridica','DRAEGER  PERU   S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE LA HUACA',PIURA,PAITA,'LA HUACA',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PIURA,PAITA,'LA HUACA',38389,1,'Persona Juridica','DISTRIBUCION SERVICIOS Y ASESORIA S.A.',?,'OTROS BIENES'
'PODER JUDICIAL',LIMA,LIMA,LIMA,Servicio,OTROS,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,44930.52,1,'Persona Juridica','ASISTENCIA AMBIENTAL SOCIEDAD ANONIMA CERRADA',?,'LIMPIEZA Y FUMIGACIÓN'
'GOBIERNO REGIONAL DE UCAYALI RED DE SALUD N° 01 CORONEL PORTILLO',UCAYALI,'CORONEL PORTILLO','MANANTAY ',Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',UCAYALI,'CORONEL PORTILLO','MANANTAY ',93270,1,'Persona Juridica','G.N.G. COURIER  E.I.R.L.',?,'OTROS SERVICIOS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Bien,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,'SAN LUIS',35600,40,'Persona Juridica','HOLIDAY S.R.L.',?,'OTROS BIENES'
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,47940,600,'Persona Juridica','L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA',?,'OTROS BIENES'
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,34500,30000,'Persona Juridica','YEMPAC PHARMACEUTICA SOCIEDAD ANONIMA CERRADA-YEMPAC PHARMA S.A.C.',?,MEDICAMENTOS
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,312000,12000,'Persona Juridica','R & G SEGURIDAD E HIGIENE INDUSTRIAL S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'HOSPITAL EMERGENCIA ATE VITARTE',LIMA,LIMA,ATE,Bien,SALUD,OTROS,LIMA,LIMA,ATE,39000,600,'Persona Juridica','DIAGNOSTICA PERUANA S.A.C.',?,'OTROS BIENES'
'UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO',ANCASH,HUARAZ,INDEPENDENCIA,Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',ANCASH,HUARAZ,INDEPENDENCIA,1059576,2703,'Persona Juridica','VIETTEL  PERU  S.A.C.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE MADRE DE DIOS - DIRECCION REGIONAL DE SALUD MADRE DE DIOS','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','MADRE DE DIOS',TAMBOPATA,TAMBOPATA,127800,1,'Persona Natural','CARDOZO MOUZULLY MARIA DE NAZARETH',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'INSTITUTO NACIONAL DE DEFENSA CIVIL',LIMA,LIMA,'SAN ISIDRO',Bien,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',CALLAO,CALLAO,CALLAO,91888,80,'Persona Juridica','ENVOLTURAS PERU S.A.C.',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE SAN MARCOS',ANCASH,HUARI,'SAN MARCOS',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',ANCASH,HUARI,'SAN MARCOS',156800,32000,'Persona Natural','CADILLO QUITO MARCO ENRIQUE',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE PUNO-SALUD COLLAO',PUNO,'EL COLLAO',ILAVE,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PUNO,'EL COLLAO',ILAVE,52144,3259,'Persona Juridica','SAFESHIELD S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'FUERZA AEREA DEL PERU',LIMA,LIMA,'JESUS MARIA',Bien,DEFENSA,'GOBIERNO NACIONAL',PIURA,PIURA,PIURA,99600,62,'Persona Natural','PALACIOS NAVARRO AMERICA',?,ALIMENTOS
'MINISTERIO DEL AMBIENTE',LIMA,LIMA,'SAN ISIDRO',Bien,AMBIENTE,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,39275.3,8098,'Persona Juridica','TODONEG S.A.C.',?,'OTROS BIENES'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,LIMA,112500,3750,'Persona Juridica','BARRON VIEYRA INTERNATIONAL PERU S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,LIMA,112500,3750,'Persona Juridica','BARRON VIEYRA INTERNATIONAL PERU S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Bien,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,60000,5,'Persona Juridica','CORPORACION CIMMSA SOCIEDAD ANONIMA - CORPORACION CIMMSA S.A.',?,MEDICAMENTOS
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,'SAN BORJA',1504200,8,'Persona Natural','CHUCHON PINEDA MARILYN KELLY',?,ALIMENTOS
'GOBIERNO REGIONAL DE APURIMAC-SALUD APURIMAC',APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',APURIMAC,ABANCAY,ABANCAY,46500,15,'Persona Juridica','CONSORCIO DEFM S.A.C',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE MOQUEGUA SEDE CENTRAL',MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,450000,6,'Persona Juridica','INFRAESTRUCTURA Y EQUIPAMIENTO TECNOLOGICO E.I.R.L. - INETEC E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
